,place_code,ItemID,address,local,category
0,STORE_YS0001,광고서지스테이크,서울 용산구 한강대로84길 11-5,(지번) 남영동 33-4,"스테이크,립"
1,STORE_YS0002,몽탄,서울 용산구 백범로99길 50,(지번) 한강로1가 252-1,갈비
2,STORE_YS0003,한남동한방통닭,서울 용산구 대사관로34길 38,(지번) 한남동 618-6,치킨
3,STORE_YS0004,다운타우너 한남,서울 용산구 대사관로5길 12 1층,(지번) 한남동 684-77,햄버거
4,STORE_YS0005,보니스피자펍,서울 용산구 신흥로3길 2,(지번) 용산동2가 44-19,피자
5,STORE_YS0006,올드페리도넛,서울 용산구 한남대로27길 66 2층,(지번) 한남동 727-21,도넛
6,STORE_YS0007,로우앤슬로우,서울 용산구 보광로 126 2층,(지번) 이태원동 127-28,"육류,고기"
7,STORE_YS0008,더백푸드트럭,서울 용산구 신흥로20길 45 1층,(지번) 후암동 406-55,햄버거
8,STORE_YS0009,더로열푸드앤드링크,서울 용산구 신흥로20길 37 1층,(지번) 후암동 406-58,카페
9,STORE_YS0010,패션5 한남점,서울 용산구 이태원로 272 1층,(지번) 한남동 729-74,"제과,베이커리"
10,STORE_YS0011,남영돈,서울 용산구 한강대로80길 17 1층,(지번) 남영동 52-2,"육류,고기"
11,STORE_YS0012,맥심플랜트,서울 용산구 이태원로 250,(지번) 한남동 683-140,카페
12,STORE_YS0013,오스테리아오르조 한남,서울 용산구 한남대로20길 47 2층,(지번) 한남동 31-13,"스테이크,립"
13,STORE_YS0014,아이오유,서울 용산구 원효로1길 16,(지번) 청암동 164,이탈리안
14,STORE_YS0015,구복만두,서울 용산구 두텁바위로 7 1층,(지번) 갈월동 59-13,분식
15,STORE_YS0016,오근내닭갈비,서울 용산구 이촌로29길 15,(지번) 한강로3가 40-90,닭요리
16,STORE_YS0017,파이프그라운드,서울 용산구 한남대로27길 66 지하1층,(지번) 한남동 727-21,피자
17,STORE_YS0018,사유,서울 용산구 이태원로54길 5,(지번) 한남동 682-5,갤러리카페
18,STORE_YS0019,바토스 이태원점,"서울 용산구 이태원로15길 1 1,2층",(지번) 이태원동 181-8,"멕시칸,브라질"
19,STORE_YS0020,한입소반,서울 용산구 청파로45길 3 1층,(지번) 청파동3가 24-50,분식
20,STORE_YS0021,오복함흥냉면,서울 용산구 한강대로84길 4,(지번) 남영동 61-3,냉면
21,STORE_YS0022,오리올,서울 용산구 신흥로20길 43,(지번) 후암동 406-99,카페
22,STORE_YS0023,효뜨,"서울 용산구 한강대로40가길 6 1,2층",(지번) 한강로2가 73-3,베트남음식
23,STORE_YS0024,명동교자 이태원점,서울 용산구 녹사평대로 136,(지번) 이태원동 34-149,국수
24,STORE_YS0025,빠레뜨한남,서울 용산구 이태원로54길 53 1층,(지번) 한남동 684-7,이탈리안
25,STORE_YS0026,잠수교집 2호점,서울 용산구 신흥로 37,(지번) 용산동2가 39-17,삼겹살
26,STORE_YS0027,부자피자 1호점,서울 용산구 이태원로55가길 28,(지번) 한남동 743-33,피자
27,STORE_YS0028,앤트러사이트 한남점,서울 용산구 이태원로 240 1~3층,(지번) 한남동 683-142,카페
28,STORE_YS0029,챔프커피 2작업실,서울 용산구 녹사평대로26가길 24 1층,(지번) 이태원동 79-44,커피전문점
29,STORE_YS0030,무니,서울 용산구 신흥로20길 37 1층,(지번) 후암동 406-58,카페
30,STORE_YS0031,더베이커스테이블,서울 용산구 녹사평대로 244-1 1층,(지번) 이태원동 691,"제과,베이커리"
31,STORE_YS0032,동빙고,서울 용산구 이촌로 319,(지번) 이촌동 301-162,카페
32,STORE_YS0033,오근내2닭구이,서울 용산구 한강대로11길 13,(지번) 한강로3가 40-9,닭요리
33,STORE_YS0034,24시뼈다귀감자탕,서울 용산구 대사관로 73 1층,(지번) 한남동 634-1,감자탕
34,STORE_YS0035,라쿠치나,서울 용산구 회나무로44길 10,(지번) 이태원동 258-7,이탈리안
35,STORE_YS0036,미니마이즈,서울 용산구 독서당로 65-1 지하 1층,(지번) 한남동 75-1,"제과,베이커리"
36,STORE_YS0037,쥬에,서울 용산구 독서당로 124-7,(지번) 한남동 3-1,퓨전중식
37,STORE_YS0038,강가네맷돌빈대떡,서울 용산구 대사관로24길 27,(지번) 한남동 641-9,"호프,요리주점"
38,STORE_YS0039,오츠커피,서울 용산구 원효로89길 13-12,(지번) 원효로1가 48-8,카페
39,STORE_YS0040,시장회집,서울 용산구 소월로20길 38,(지번) 용산동2가 1-76,회
40,STORE_YS0041,나리의집,서울 용산구 이태원로 245,(지번) 한남동 738-24,한식
41,STORE_YS0042,오월의종,서울 용산구 이태원로 229 1층,(지번) 한남동 737-2,"제과,베이커리"
42,STORE_YS0043,롸카두들 내쉬빌핫치킨 이태원점,서울 용산구 녹사평대로40나길 9 1층,(지번) 이태원동 449-1,햄버거
43,STORE_YS0044,평양집,서울 용산구 한강대로 186,(지번) 한강로1가 137-1,"육류,고기"
44,STORE_YS0045,손문 대구막창갈매기살 용산점,서울 용산구 새창로 213-9,(지번) 한강로2가 2-194,"육류,고기"
45,STORE_YS0046,버거인,서울 용산구 청파로43길 12 지하 1층,(지번) 청파동3가 44,햄버거
46,STORE_YS0047,다츠,서울 용산구 이태원로55나길 6,(지번) 한남동 744-5,퓨전요리
47,STORE_YS0048,돈까스잔치 동빙고점,서울 용산구 서빙고로 297,(지번) 동빙고동 94,"돈까스,우동"
48,STORE_YS0049,문배동육칼 본점,서울 용산구 백범로90길 50,(지번) 문배동 34-1,국수
49,STORE_YS0050,오리지널 팬케익하우스 이태원점,서울 용산구 이태원로 153 덕흥빌딩 1층,(지번) 이태원동 172-2,디저트카페
50,STORE_YS0051,창성옥 용문본점,서울 용산구 새창로 124-10,(지번) 용문동 25-16,해장국
51,STORE_YS0052,일미집,서울 용산구 후암로 1-1 1층,(지번) 후암동 194-3,감자탕
52,STORE_YS0053,고메이494 한남점,서울 용산구 한남대로 91,(지번) 한남동 829,푸드코트
53,STORE_YS0054,동아냉면,서울 용산구 우사단로 5,(지번) 보광동 265-576,냉면
54,STORE_YS0055,우스블랑,서울 용산구 효창원로70길 4,(지번) 효창동 5-51,"제과,베이커리"
55,STORE_YS0056,도동집,서울 용산구 후암로 80,(지번) 후암동 439-13,퓨전한식
56,STORE_YS0057,현선이네 용산본점,서울 용산구 한강대로39길 2-13,(지번) 한강로2가 305-1,분식
57,STORE_YS0058,테라로사 한남점,"서울 용산구 이태원로36길 15 지하1,2층",(지번) 한남동 736-4,커피전문점
58,STORE_YS0059,한와담 한남본점,서울 용산구 독서당로 65-1 2층,(지번) 한남동 75-1,"육류,고기"
59,STORE_YS0060,트래버틴,서울 용산구 한강대로7길 18-7,(지번) 한강로3가 40-317,커피전문점
60,STORE_YS0061,오만지아,서울 용산구 유엔빌리지길 14,(지번) 한남동 274-13,이탈리안
61,STORE_YS0062,홍철책빵 (휴업중),서울 용산구 한강대로102길 57,(지번) 후암동 123-11,"제과,베이커리"
62,STORE_YS0063,한남북엇국,서울 용산구 독서당로 65-7,(지번) 한남동 73-2,한식
63,STORE_YS0064,매덕스피자,서울 용산구 이태원로26길 26 2층,(지번) 이태원동 129-9,피자
64,STORE_YS0065,벽돌해피푸드,서울 용산구 이태원로 238,(지번) 한남동 683-134,중식
65,STORE_YS0066,일일향,서울 용산구 한강대로40길 26 2층,(지번) 한강로2가 147,중화요리
66,STORE_YS0067,부엉이돈가스 남산서울타워점,서울 용산구 남산공원길 105 2층 202B호,(지번) 용산동2가 1-3,"돈까스,우동"
67,STORE_YS0068,잠수교집 본점,서울 용산구 장문로 81 1층,(지번) 보광동 217-13,"육류,고기"
68,STORE_YS0069,동아냉면 이태원점,서울 용산구 대사관로 45-1,(지번) 한남동 657-43,냉면
69,STORE_YS0070,언더야드,서울 용산구 한남대로27가길 26,(지번) 한남동 729-13,커피전문점
70,STORE_YS0071,열정도쭈꾸미,서울 용산구 백범로87길 40,(지번) 원효로1가 121-45,"해물,생선"
71,STORE_YS0072,오아시스 한남점,"서울 용산구 이태원로45길 30 1,2층",(지번) 한남동 745-10,디저트카페
72,STORE_YS0073,쉐이크쉑 용산아이파크몰점,서울 용산구 한강대로23길 55 1층,(지번) 한강로3가 40-999,햄버거
73,STORE_YS0074,노스트레스버거,서울 용산구 신흥로 62,(지번) 용산동2가 24-17,햄버거
74,STORE_YS0075,삼각지원대구탕 본점,서울 용산구 한강대로62가길 8-1 1층,(지번) 한강로1가 142-1,"매운탕,해물탕"
75,STORE_YS0076,꾸띠자르당,서울 용산구 보광로 120,(지번) 이태원동 131-23,패밀리레스토랑
76,STORE_YS0077,바다식당,서울 용산구 이태원로 245 2층,(지번) 한남동 738-24,"찌개,전골"
77,STORE_YS0078,세미계 본점,서울 용산구 대사관로 34 1층,(지번) 한남동 653-95,닭요리
78,STORE_YS0079,써머레인,서울 용산구 이태원로55가길 49 1층,(지번) 한남동 738-13,디저트카페
79,STORE_YS0080,뇨끼바,서울 용산구 한남대로20길 41-4,(지번) 한남동 31-13,이탈리안
80,STORE_YS0081,밥한끼,서울 용산구 독서당로 65-3 1층,(지번) 한남동 72-17,"돈까스,우동"
81,STORE_YS0082,로코스비비큐,서울 용산구 회나무로 83,(지번) 이태원동 2-5,양식
82,STORE_YS0083,비스테까 이태원본점,서울 용산구 회나무로 49,(지번) 이태원동 211-33,이탈리안
83,STORE_YS0084,키에리 이태원점,서울 용산구 이태원로26길 16-8 1층,(지번) 이태원동 73-7,디저트카페
84,STORE_YS0085,레호이,서울 용산구 소월로38가길 5,(지번) 이태원동 261-9,동남아음식
85,STORE_YS0086,아베크엘카페,서울 용산구 두텁바위로69길 29,(지번) 후암동 41-1,카페
86,STORE_YS0087,인바이티드,서울 용산구 한강대로52길 41,(지번) 한강로1가 221-8,카페
87,STORE_YS0088,아티장베이커스,서울 용산구 한남대로18길 26 1층,(지번) 한남동 30-3,"제과,베이커리"
88,STORE_YS0089,버터북,서울 용산구 신흥로15길 20,(지번) 용산동2가 31-2,디저트카페
89,STORE_YS0090,타르틴베이커리서울 한남점,서울 용산구 한남대로18길 22,(지번) 한남동 263-2,"제과,베이커리"
90,STORE_YS0091,조대포 남영본점,서울 용산구 한강대로 272-1 1층,(지번) 남영동 82-3,"육류,고기"
91,STORE_YS0092,한남베르그,서울 용산구 이태원로54길 58-26 1층,(지번) 한남동 683-76,카페
92,STORE_YS0093,서울루덴스,서울 용산구 회나무로 69 지하1층,(지번) 이태원동 5-12,카페
93,STORE_YS0094,플랜트 이태원,서울 용산구 보광로 117 2층,(지번) 이태원동 130-43,양식
94,STORE_YS0095,초원,서울 용산구 한강대로80길 7,(지번) 남영동 80-4,"육류,고기"
95,STORE_YS0096,카데뜨,서울 용산구 한강대로 200-1 1층,(지번) 한강로1가 14-30,디저트카페
96,STORE_YS0097,오잇,서울 용산구 신흥로 95,(지번) 용산동2가 1-471,카페
97,STORE_YS0098,해운대암소갈비집,서울 용산구 대사관로 40,(지번) 한남동 653-24,갈비
98,STORE_YS0099,자코비버거,서울 용산구 신흥로 38,(지번) 용산동2가 45-6,햄버거
99,STORE_YS0100,카키바움,서울 용산구 한강대로52길 29,(지번) 한강로1가 225-1,카페
100,STORE_YS0101,이춘복참치 본점,서울 용산구 한강대로 266-2,(지번) 남영동 85-1,참치회
101,STORE_YS0102,소이연남 한남점,서울 용산구 한남대로20길 47-10 2층,(지번) 한남동 31-5,동남아음식
102,STORE_YS0103,라구,서울 용산구 신흥로 42 1층,(지번) 용산동2가 45-4,"스테이크,립"
103,STORE_YS0104,잭슨피자 한남점,서울 용산구 독서당로 46 한남아이파크 1층 107호,(지번) 한남동 828,피자
104,STORE_YS0105,쌍대포 본점,서울 용산구 청파로 291,(지번) 청파동2가 95,"육류,고기"
105,STORE_YS0106,카사블랑카,서울 용산구 신흥로 35 1층,(지번) 용산동2가 44-7,샌드위치
106,STORE_YS0107,공기,"서울 용산구 이태원로45길 4 1,2층",(지번) 한남동 738-16,한식
107,STORE_YS0108,중화가정 용산역점,서울 용산구 새창로 213,(지번) 한강로2가 2-196,중화요리
108,STORE_YS0109,봉피양 용산점,서울 용산구 한강대로40길 31,(지번) 한강로2가 77-1,갈비
109,STORE_YS0110,대원식당,서울 용산구 한강대로62나길 16-1,(지번) 용산동3가 1-64,"해물,생선"
110,STORE_YS0111,야키토리고우,서울 용산구 이태원로27가길 45 지하1층,(지번) 이태원동 119-17,일본식주점
111,STORE_YS0112,바통 밀카페,서울 용산구 한강대로15길 33,(지번) 한강로3가 40-198,카페
112,STORE_YS0113,일호식 사운즈한남점,서울 용산구 대사관로 35 지하1층,(지번) 한남동 657-128,한식
113,STORE_YS0114,챔프커피 1작업실,서울 용산구 우사단로10길 121 1층,(지번) 한남동 768-25,커피전문점
114,STORE_YS0115,일미장어,서울 용산구 후암로57길 35-15,(지번) 동자동 35-44,장어
115,STORE_YS0116,샐러드셀러,서울 용산구 대사관로5길 28 202호,(지번) 한남동 684-24,채식뷔페
116,STORE_YS0117,종점숯불갈비,서울 용산구 장문로 112,(지번) 보광동 70-19,갈비
117,STORE_YS0118,기와,서울 용산구 한강대로21나길 40,(지번) 한강로3가 40-950,한정식
118,STORE_YS0119,알프키친,서울 용산구 독서당로34길 16,(지번) 한남동 1-131,양식
119,STORE_YS0120,더할랄가이즈 이태원점,서울 용산구 이태원로 187,(지번) 이태원동 123-32,양식
120,STORE_YS0121,노맨틱,서울 용산구 두텁바위로 59-1 2층,(지번) 후암동 255-14,카페
121,STORE_YS0122,바스버거 후암점,서울 용산구 한강대로104길 32,(지번) 동자동 23-30,햄버거
122,STORE_YS0123,부첼리하우스,서울 용산구 독서당로 122-1,(지번) 한남동 1-90,양식
123,STORE_YS0124,이촌동면옥 이촌직영점,서울 용산구 이촌로54길 17 1층,(지번) 이촌동 302-90,냉면
124,STORE_YS0125,씨스루,서울 용산구 녹사평대로40나길 37 1층,(지번) 이태원동 403-3,커피전문점
125,STORE_YS0126,주식,서울 용산구 한강대로54길 14 1층,(지번) 한강로2가 28-1,한식
126,STORE_YS0127,명화원,서울 용산구 한강대로 202,(지번) 한강로1가 14-28,중화요리
127,STORE_YS0128,테이프,서울 용산구 이태원로14길 21 2층,(지번) 이태원동 63-5,카페
128,STORE_YS0129,셰프테이너,서울 용산구 이태원로27길 101,(지번) 이태원동 135-55,이탈리안
129,STORE_YS0130,지노스뉴욕피자,서울 용산구 녹사평대로40길 46 2층,(지번) 이태원동 457-3,피자
130,STORE_YS0131,코레아노스,서울 용산구 녹사평대로40길 46,(지번) 이태원동 457-3,"멕시칸,브라질"
131,STORE_YS0132,더리버 벨라쿠치나,서울 용산구 용산동6가 451 1층,,이탈리안
132,STORE_YS0133,두화당,서울 용산구 백범로87길 25 1층,(지번) 원효로1가 57-10,카페
133,STORE_YS0134,소와나,서울 용산구 이태원로54길 68,(지번) 한남동 684-16,일식
134,STORE_YS0135,타파스바,서울 용산구 이태원로27가길 49 1층,(지번) 이태원동 119-28,"호프,요리주점"
135,STORE_YS0136,갯마을 한강로점,서울 용산구 서빙고로 56 1층,(지번) 한강로3가 65-550,한식
136,STORE_YS0137,북파크,서울 용산구 이태원로 294 2층,(지번) 한남동 727-56,북카페
137,STORE_YS0138,굴다리소곱창,서울 용산구 청파로 269-1,(지번) 청파동3가 48-4,"곱창,막창"
138,STORE_YS0139,하나모코시,서울 용산구 백범로87길 50-1 1층,(지번) 원효로1가 43-3,일본식라면
139,STORE_YS0140,카페노티드 한남,서울 용산구 대사관로5길 12 2층,(지번) 한남동 684-77,디저트카페
140,STORE_YS0141,보일링팟 용산점,서울 용산구 한강대로38가길 31,(지번) 한강로2가 148-1,카페
141,STORE_YS0142,바마셀,서울 용산구 원효로89길 12,(지번) 원효로1가 38-5,카페
142,STORE_YS0143,마라돈왕주먹고기,서울 용산구 한강대로17길 7 성주빌딩 1층,(지번) 한강로3가 40-142,"육류,고기"
143,STORE_YS0144,오복수산 한남점,서울 용산구 이태원로54길 26,(지번) 한남동 683-5,일식
144,STORE_YS0145,르미야,서울 용산구 이촌로77길 19 1층,(지번) 이촌동 301-23,이탈리안
145,STORE_YS0146,헬카페,서울 용산구 보광로 76,(지번) 보광동 238-43,카페
146,STORE_YS0147,단박왕돈까스,서울 용산구 백범로90길 74 1층,(지번) 문배동 11-29,"돈까스,우동"
147,STORE_YS0148,더백테라스 신용산점,서울 용산구 한강대로40길 26 3층,(지번) 한강로2가 147,햄버거
148,STORE_YS0149,야스노야 신용산점,서울 용산구 한강대로46길 19,(지번) 한강로2가 84-7,"육류,고기"
149,STORE_YS0150,와플하우스,서울 용산구 청파로45길 37,(지번) 청파동2가 71-75,"제과,베이커리"
150,STORE_YS0151,33아파트먼트,서울 용산구 한남대로27길 33 1층,(지번) 한남동 729-68,카페
151,STORE_YS0152,앤더슨씨,서울 용산구 한남대로 91,(지번) 한남동 699-17,카페
152,STORE_YS0153,빠르크 한남점,서울 용산구 이태원로55가길 26-5 2층,(지번) 한남동 743-1,한식
153,STORE_YS0154,울프소셜클럽,서울 용산구 한남대로 158,(지번) 한남동 795-2,카페
154,STORE_YS0155,용문해장국,서울 용산구 효창원로 110,(지번) 용문동 8-95,해장국
155,STORE_YS0156,케이투원투,서울 용산구 녹사평대로26길 36,(지번) 이태원동 36-35,커피전문점
156,STORE_YS0157,오제제서울,서울 용산구 한강대로 363-2,(지번) 동자동 43-21,일식
157,STORE_YS0158,뉴오리진 동부이촌점,서울 용산구 이촌로 208,(지번) 이촌동 302-43,카페
158,STORE_YS0159,기차길옆초밥,서울 용산구 한강대로39길 20,(지번) 한강로2가 2-192,"초밥,롤"
159,STORE_YS0160,스페인클럽 이태원점,서울 용산구 이태원로 216,(지번) 한남동 736-8,양식
160,STORE_YS0161,바스버거 용산점,서울 용산구 한강대로38길 35 태승빌딩 1층,(지번) 용산동5가 2-28,햄버거
161,STORE_YS0162,로즈앤크라운,"서울 용산구 이태원로19길 6 2,3층",(지번) 이태원동 118-23,"호프,요리주점"
162,STORE_YS0163,때가이르매 숙대점,서울 용산구 두텁바위로 8 4층,(지번) 남영동 8-2,디저트카페
163,STORE_YS0164,버뮤다삼각지,"서울 용산구 한강대로52길 19 1,2층",(지번) 한강로2가 24-6,"멕시칸,브라질"
164,STORE_YS0165,작은도쿄,서울 용산구 청파로 271 1층,(지번) 청파동3가 55-3,일식집
165,STORE_YS0166,이태원와인&브런치더젤,서울 용산구 회나무로 67,(지번) 이태원동 5-40,와인바
166,STORE_YS0167,아러바우트 한남,서울 용산구 대사관로8길 15,(지번) 한남동 665-29,커피전문점
167,STORE_YS0168,야스노야 본점,서울 용산구 후암로 8-1,(지번) 후암동 251-15,일식
168,STORE_YS0169,단골집,서울 용산구 보광로59길 14-1 2층,(지번) 이태원동 128-10,"호프,요리주점"
169,STORE_YS0170,카사코로나 서울,서울 용산구 보광로60길 7 4층,(지번) 이태원동 127-15,술집
170,STORE_YS0171,스시장,서울 용산구 한강대로 258,(지번) 남영동 127-1,"초밥,롤"
171,STORE_YS0172,용문갈비집,서울 용산구 새창로35길 3,(지번) 용문동 18-21,갈비
172,STORE_YS0173,코끼리베이글 2호점,"서울 용산구 서빙고로91길 10 1,2층",(지번) 보광동 137-2,"제과,베이커리"
173,STORE_YS0174,팬케익오리지널스토리 한남점,서울 용산구 독서당로 67,(지번) 한남동 261-6,디저트카페
174,STORE_YS0175,우다움플러스82 용산점,서울 용산구 한강대로40길 26 1층,(지번) 한강로2가 147,"육류,고기"
175,STORE_YS0176,모수서울,서울 용산구 이태원로55가길 45,(지번) 한남동 738-11,양식
176,STORE_YS0177,콘하스 한남,서울 용산구 이태원로55나길 22,(지번) 한남동 744-16,카페
177,STORE_YS0178,무진장,서울 용산구 녹사평대로 168-18,(지번) 이태원동 34-58,카페
178,STORE_YS0179,한길포장마차,서울 용산구 이촌로75길 16-9,(지번) 이촌동 301-154,실내포장마차
179,STORE_YS0180,비스트로 루틴,서울 용산구 이태원로54길 67,(지번) 한남동 684-106,양식
180,STORE_YS0181,베라피자나폴리 한남점,서울 용산구 이태원로 272 SPC빌딩 3층,(지번) 한남동 729-82,피자
181,STORE_YS0182,왕타이,서울 용산구 이태원로 151 영화빌딩 3층,(지번) 이태원1동 176-2,태국음식
182,STORE_YS0183,해방촌노아,서울 용산구 신흥로 98,(지번) 용산동2가 1-524,이탈리안
183,STORE_YS0184,올드나이브스,서울 용산구 신흥로11길 4,(지번) 용산동2가 27-5,"스테이크,립"
184,STORE_YS0185,모로코코카페,서울 용산구 신흥로 34,(지번) 용산동2가 45-9,양식
185,STORE_YS0186,리틀넥한남,서울 용산구 한남대로27길 66 1층,(지번) 한남동 727-21,양식
186,STORE_YS0187,옛집국수,서울 용산구 한강대로62길 26,(지번) 한강로1가 231-23,국수
187,STORE_YS0188,용산양꼬치,서울 용산구 백범로99길 60,(지번) 한강로1가 256,"육류,고기"
188,STORE_YS0189,고가길9공탄,서울 용산구 백범로99길 48-1,(지번) 한강로1가 252-2,"육류,고기"
189,STORE_YS0190,한남소관,서울 용산구 대사관로31길 20 지하1층,(지번) 한남동 657-96,중화요리
190,STORE_YS0191,스마일이촌떡볶이,서울 용산구 이촌로65가길 72 동인상가 102호,(지번) 이촌동 301-18,떡볶이
191,STORE_YS0192,더파이니스트,서울 용산구 회나무로 41 3층,(지번) 이태원동 226-6,칵테일바
192,STORE_YS0193,블루보틀 한남,서울 용산구 한남대로 91 나인원 한남아파트 지하1층,(지번) 한남동 829,카페
193,STORE_YS0194,팟카파우,서울 용산구 신흥로 97-6 신흥시장 2층,(지번) 용산동2가 1-510,태국음식
194,STORE_YS0195,알밤,서울 용산구 이태원로54길 47,(지번) 한남동 684-101,이탈리안
195,STORE_YS0196,선데이아보,서울 용산구 회나무로13길 52-43 1층,(지번) 이태원동 260-124,카페
196,STORE_YS0197,그레트힐란,서울 용산구 회나무로 60-1,(지번) 이태원동 229-17,카페
197,STORE_YS0198,케르반 레스토랑 이태원점,서울 용산구 이태원로 192 2층,(지번) 이태원동 127-2,터키음식
198,STORE_YS0199,후디구디,서울 용산구 한강대로84길 14 2층,(지번) 남영동 59-2,커피전문점
199,STORE_YS0200,푸시풋살룬,서울 용산구 대사관로31길 7-6 지하1층,(지번) 한남동 657-189,칵테일바
200,STORE_YS0201,마구로센 한남본점,서울 용산구 대사관로31길 24,(지번) 한남동 657-84,참치회
201,STORE_YS0202,어프로치커피,서울 용산구 한강대로40길 18-3,(지번) 한강로2가 154,카페
202,STORE_YS0203,올댓재즈,서울 용산구 이태원로27가길 12 3층,(지번) 이태원동 112-4,라이브카페
203,STORE_YS0204,소수,서울 용산구 한남대로20길 31,(지번) 한남동 68-25,"육류,고기"
204,STORE_YS0205,스시쵸우,서울 용산구 한남대로27가길 10,(지번) 한남동 729-18,"초밥,롤"
205,STORE_YS0206,오랑오랑,서울 용산구 신흥로 95-21,(지번) 용산동2가 1-62,카페
206,STORE_YS0207,강원정삼계탕,서울 용산구 원효로89길 13-10,(지번) 원효로1가 48-7,삼계탕
207,STORE_YS0208,더버뮤다,서울 용산구 녹사평대로 168-6,(지번) 이태원동 34-50,양식
208,STORE_YS0209,쿱한남,서울 용산구 한남대로21길 27 9층,(지번) 한남동 78,양식
